keydevid,companyid,companyname,headline,keydeveventtypeid,eventtype,keydevtoobjectroletypeid,objectroletype,announcedate,announcetime,announcedatetimezone,announceddateutc,enterdate,entertime,entereddateutc,lastmodifieddate,lastmodifieddateutc,mostimportantdateutc,speffectivedate,sptodate,gvkey,sourcetypename,ticker,conm
1871850188.0,18749.0,"Amazon.com, Inc.","Amazon.com, Inc. Presents at ViVE Digital Health Tech Conference, Feb-25-2024",51,Company Conference Presentations,1,Target,2024-02-15,17:56:00,                              .,2024-02-15 22:56:00,2024-02-15,18:01:00,2024-02-15 23:01:00,2024-02-15 18:03:00,2024-02-15 23:03:00,2024-02-25 00:00:00,2024-02-25 00:00:00,,064768,MULTIPLE,AMZN,AMAZON.COM INC
1871732390.0,21127.0,Intel Corporation,Intel Corporation - Special Call,194,Special Calls,1,Target,2024-02-14,21:15:00,Coordinated Universal Time,2024-02-14 21:15:00,2024-02-14,17:46:00,2024-02-14 22:46:00,2024-02-14 17:49:00,2024-02-14 22:49:00,2024-02-21 16:30:00,2024-02-21 00:00:00,,006008,Business Wire,INTC,INTEL CORP
1871726027.0,122917.0,"Salesforce, Inc.","Cyara, Inc., Cyara Xchange 2024, Mar 04, 2024 through Mar 06, 2024",149,Conferences,8,Participant,2024-02-14,14:00:00,Coordinated Universal Time,2024-02-14 14:00:00,2024-02-14,15:59:00,2024-02-14 20:59:00,2024-02-14 16:01:00,2024-02-14 21:01:00,2024-03-04 05:00:00,2024-03-04 00:00:00,,157855,Business Wire,CRM,SALESFORCE INC
1871727415.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. Presents at Cyara Xchange 2024, Mar-04-2024",51,Company Conference Presentations,1,Target,2024-02-14,14:00:00,Coordinated Universal Time,2024-02-14 14:00:00,2024-02-14,16:01:00,2024-02-14 21:01:00,2024-02-14 16:03:00,2024-02-14 21:03:00,2024-03-04 00:00:00,2024-03-04 00:00:00,,157855,Business Wire,CRM,SALESFORCE INC
1871732999.0,20765463.0,"Meta Platforms, Inc.","Meta Platforms, Inc. Announces Management Appointments",16,Executive/Board Changes - Other,1,Target,2024-02-14,21:05:00,Coordinated Universal Time,2024-02-14 21:05:00,2024-02-14,17:16:00,2024-02-14 22:16:00,2024-02-15 07:19:00,2024-02-15 12:19:00,2024-02-14 21:05:00,2024-02-15 12:30:15,,170617,MULTIPLE,META,META PLATFORMS INC
1871732999.0,20765463.0,"Meta Platforms, Inc.",Hock E. Tan and John Arnold to Join Meta Board of Directors,16,Executive/Board Changes - Other,1,Target,2024-02-14,21:05:00,Coordinated Universal Time,2024-02-14 21:05:00,2024-02-14,17:16:00,2024-02-14 22:16:00,2024-02-14 17:17:00,2024-02-14 22:17:00,2024-02-14 21:05:00,2024-02-14 22:30:16,2024-02-15 12:30:14,170617,MULTIPLE,META,META PLATFORMS INC
1871654577.0,18749.0,"Amazon.com, Inc.","Amazon.com, Inc. Presents at Elevate People, Ignite Change (EPIC) Conference, Apr-24-2024",51,Company Conference Presentations,1,Target,2024-02-14,01:30:00,                              .,2024-02-14 06:30:00,2024-02-13,22:01:00,2024-02-14 03:01:00,2024-02-13 22:03:00,2024-02-14 03:03:00,2024-04-24 00:00:00,2024-04-24 00:00:00,,064768,GlobeNewswire,AMZN,AMAZON.COM INC
1871710555.0,25016048.0,Broadcom Inc.,Broadcom and Google Cloud Announces License Portability Support for Vmware Cloud Foundation on Google Cloud Vmware Engine,23,Client Announcements,1,Target,2024-02-14,13:00:00,Coordinated Universal Time,2024-02-14 13:00:00,2024-02-14,08:48:00,2024-02-14 13:48:00,2024-02-14 08:49:00,2024-02-14 13:49:00,2024-02-14 13:00:00,2024-02-14 14:00:20,,180711,GlobeNewswire,AVGO,BROADCOM INC
1872307617.0,223236753.0,Zoom Communications Inc.,"Zoom Video Communications, Inc. Presents at ITEXPO 2024, Feb-13-2024",51,Company Conference Presentations,1,Target,2024-02-13,00:00:00,Coordinated Universal Time,2024-02-13 00:00:00,2024-02-21,12:01:00,2024-02-21 17:01:00,2024-02-21 12:03:00,2024-02-21 17:03:00,2024-02-13 00:00:00,2024-02-21 17:15:12,,035005,MULTIPLE,ZM,ZOOM COMMUNICATIONS INC
1871607885.0,84159238.0,Shopify Inc.,"Shopify Inc. Reports Earnings Results for the Fourth Quarter Ended December 31, 2023",28,Announcements of Earnings,1,Target,2024-02-13,12:07:00,Coordinated Universal Time,2024-02-13 12:07:00,2024-02-13,08:47:00,2024-02-13 13:47:00,2024-02-13 09:05:00,2024-02-13 14:05:00,2024-02-13 12:07:00,2024-02-13 14:15:13,,023650,S&P Capital IQ Financials Database,SHOP,SHOPIFY INC
1871607884.0,84159238.0,Shopify Inc.,"Shopify Inc. Reports Earnings Results for the Fourth Quarter and Full Year Ended December 31, 2023",28,Announcements of Earnings,1,Target,2024-02-13,12:05:00,Coordinated Universal Time,2024-02-13 12:05:00,2024-02-13,08:47:00,2024-02-13 13:47:00,2024-08-07 11:13:00,2024-08-07 15:13:00,2024-02-13 12:05:00,2024-08-07 15:15:10,,023650,S&P Capital IQ Financials Database,SHOP,SHOPIFY INC
1871528908.0,223236753.0,Zoom Communications Inc.,"Zoom Video Communications, Inc. Presents at LEAP 2024, Mar-04-2024",51,Company Conference Presentations,1,Target,2024-02-13,01:40:00,                              .,2024-02-13 06:40:00,2024-02-12,21:01:00,2024-02-13 02:01:00,2024-03-12 21:04:00,2024-03-13 01:04:00,2024-03-04 00:00:00,2024-03-13 01:15:11,,035005,Company Website,ZM,ZOOM COMMUNICATIONS INC
1871607884.0,84159238.0,Shopify Inc.,"Shopify Inc. Reports Earnings Results for the Full Year Ended December 31, 2023",28,Announcements of Earnings,1,Target,2024-02-13,12:05:00,Coordinated Universal Time,2024-02-13 12:05:00,2024-02-13,08:47:00,2024-02-13 13:47:00,2024-02-13 08:49:00,2024-02-13 13:49:00,2024-02-13 12:05:00,2024-02-13 14:00:26,2024-08-07 15:15:09,023650,S&P Capital IQ Financials Database,SHOP,SHOPIFY INC
1871560736.0,21127.0,Intel Corporation,"Red Hat, Inc., Red Hat Summit 2024, May 06, 2024 through May 09, 2024",149,Conferences,11,Sponsor,2024-02-13,00:00:00,Coordinated Universal Time,2024-02-13 00:00:00,2024-02-13,00:50:00,2024-02-13 05:50:00,2024-05-01 05:43:00,2024-05-01 09:43:00,2024-05-06 06:00:00,2024-05-06 00:00:00,,006008,MULTIPLE,INTC,INTEL CORP
1871625078.0,21835.0,Microsoft Corporation,"HighRadius Corporation, Radiance 2024, Feb 13, 2024 through Feb 14, 2024",149,Conferences,11,Sponsor,2024-02-13,20:00:00,Coordinated Universal Time,2024-02-13 20:00:00,2024-02-13,16:35:00,2024-02-13 21:35:00,2024-02-13 16:37:00,2024-02-13 21:37:00,2024-02-13 05:00:00,2024-02-13 21:45:09,,012141,Business Wire,MSFT,MICROSOFT CORP
1871625078.0,21835.0,Microsoft Corporation,"HighRadius Corporation, Radiance 2024, Feb 13, 2024 through Feb 14, 2024",149,Conferences,8,Participant,2024-02-13,20:00:00,Coordinated Universal Time,2024-02-13 20:00:00,2024-02-13,16:35:00,2024-02-13 21:35:00,2024-02-13 16:37:00,2024-02-13 21:37:00,2024-02-13 05:00:00,2024-02-13 21:45:09,,012141,Business Wire,MSFT,MICROSOFT CORP
1871921373.0,84159238.0,Shopify Inc.,Shopify Inc. Provides Earnings Guidance for the First Quarter of 2024,29,Corporate Guidance - New/Confirmed,1,Target,2024-02-13,12:07:00,Coordinated Universal Time,2024-02-13 12:07:00,2024-02-16,06:52:00,2024-02-16 11:52:00,2024-02-16 06:53:00,2024-02-16 11:53:00,2024-02-13 12:07:00,2024-02-16 12:00:20,,023650,SEC Form 6k,SHOP,SHOPIFY INC
1871654623.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at RSA Conference 2024, May-06-2024",51,Company Conference Presentations,1,Target,2024-02-13,13:03:00,Coordinated Universal Time,2024-02-13 13:03:00,2024-02-13,22:01:00,2024-02-14 03:01:00,2024-05-09 08:03:00,2024-05-09 12:03:00,2024-05-06 00:00:00,2024-05-09 12:15:12,,012141,MULTIPLE,MSFT,MICROSOFT CORP
1871612118.0,84159238.0,Shopify Inc.,"Shopify Inc. expected to report Q1 2024 results on May 2, 2024.",144,Estimated Earnings Release Date (S&P Global Derived),1,Target,2024-02-13,00:00:00,                              .,2024-02-13 00:00:00,2024-02-13,11:00:00,2024-02-13 16:00:00,2024-02-13 11:03:00,2024-02-13 16:03:00,2024-05-02 13:30:00,2024-05-02 00:00:00,,023650,Capital IQ Expected Earnings Database,SHOP,SHOPIFY INC
1871625079.0,168864.0,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc. - Special Call",194,Special Calls,1,Target,2024-02-13,21:15:00,Coordinated Universal Time,2024-02-13 21:15:00,2024-02-13,17:03:00,2024-02-13 22:03:00,2024-02-13 17:05:00,2024-02-13 22:05:00,2024-02-20 18:00:00,2024-02-20 00:00:00,,001161,GlobeNewswire,AMD,ADVANCED MICRO DEVICES
1871654623.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at RSA Conference 2024, May-06-2024",51,Company Conference Presentations,1,Target,2024-02-13,13:03:00,Coordinated Universal Time,2024-02-13 13:03:00,2024-02-13,22:01:00,2024-02-14 03:01:00,2024-05-07 09:03:00,2024-05-07 13:03:00,2024-05-06 00:00:00,2024-05-07 13:15:12,2024-05-09 12:15:11,012141,MULTIPLE,MSFT,MICROSOFT CORP
1871654623.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at RSA Conference 2024, May-06-2024",51,Company Conference Presentations,1,Target,2024-02-13,13:03:00,Coordinated Universal Time,2024-02-13 13:03:00,2024-02-13,22:01:00,2024-02-14 03:01:00,2024-04-30 15:01:00,2024-04-30 19:01:00,2024-05-06 00:00:00,2024-05-06 00:00:00,2024-05-07 13:15:11,012141,MULTIPLE,MSFT,MICROSOFT CORP
1871607885.0,84159238.0,Shopify Inc.,"Shopify Inc. Reports Earnings Results for the Fourth Quarter Ended December 31, 2023",28,Announcements of Earnings,1,Target,2024-02-13,12:07:00,                              .,2024-02-13 17:07:00,2024-02-13,08:47:00,2024-02-13 13:47:00,2024-02-13 08:49:00,2024-02-13 13:49:00,2024-02-13 12:07:00,2024-02-13 14:00:26,2024-02-13 14:15:12,023650,S&P Capital IQ Financials Database,SHOP,SHOPIFY INC
1881208361.0,84159238.0,Shopify Inc.,Gorgias Inc. announced that it expects to receive $28.518975 million in funding from a group of investors,83,Private Placements,3,Buyer,2024-02-13,00:00:00,                              .,2024-02-13 00:00:00,2024-05-16,03:23:00,2024-05-16 07:23:00,2024-05-16 05:53:00,2024-05-16 09:53:00,2024-02-13 00:00:00,2024-05-16 10:00:20,2024-05-16 10:15:11,023650,Capital IQ Transaction Database,SHOP,SHOPIFY INC
1881208361.0,84159238.0,Shopify Inc.,Gorgias Inc. announced that it expects to receive $28.518975 million in funding,83,Private Placements,3,Buyer,2024-02-13,00:00:00,                              .,2024-02-13 00:00:00,2024-05-16,03:23:00,2024-05-16 07:23:00,2024-05-16 06:07:00,2024-05-16 10:07:00,2024-02-13 00:00:00,2024-05-16 10:15:12,2024-06-10 18:45:12,023650,Capital IQ Transaction Database,SHOP,SHOPIFY INC
1871627195.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at Radiance 2024, Feb-13-2024",51,Company Conference Presentations,1,Target,2024-02-13,20:00:00,Coordinated Universal Time,2024-02-13 20:00:00,2024-02-13,17:02:00,2024-02-13 22:02:00,2024-02-13 17:03:00,2024-02-13 22:03:00,2024-02-13 00:00:00,2024-02-13 22:15:12,,012141,Business Wire,MSFT,MICROSOFT CORP
1871573708.0,223236753.0,Zoom Communications Inc.,"Zoom Video Communications, Inc. Presents at Morgan Stanley’s Technology, Media & Telecom Conference 2024, Mar-04-2024 11:55 AM",51,Company Conference Presentations,1,Target,2024-02-13,06:25:00,Coordinated Universal Time,2024-02-13 06:25:00,2024-02-13,02:01:00,2024-02-13 07:01:00,2025-01-28 07:01:00,2025-01-28 12:01:00,2024-03-04 19:55:00,2025-01-28 12:15:12,,035005,MULTIPLE,ZM,ZOOM COMMUNICATIONS INC
1871611716.0,122917.0,"Salesforce, Inc.","Attune Solutions Announces Attune WealthData, Powered by BridgeFT - Financial Services Integration on Salesforce AppExchange",23,Client Announcements,1,Target,2024-02-13,15:00:00,Coordinated Universal Time,2024-02-13 15:00:00,2024-02-13,10:49:00,2024-02-13 15:49:00,2024-02-13 10:51:00,2024-02-13 15:51:00,2024-02-13 15:00:00,2024-02-13 16:00:22,,157855,PR Newswire,CRM,SALESFORCE INC
1871801245.0,168864.0,"Advanced Micro Devices, Inc.",AMD Powers AI Track Inspection Solution for Japanese Bullet Train Operator JR Kyushu,23,Client Announcements,1,Target,2024-02-13,14:00:00,Coordinated Universal Time,2024-02-13 14:00:00,2024-02-15,04:49:00,2024-02-15 09:49:00,2024-02-15 04:51:00,2024-02-15 09:51:00,2024-02-13 14:00:00,2024-02-15 10:00:24,,001161,GlobeNewswire – Canada,AMD,ADVANCED MICRO DEVICES
1871560736.0,168864.0,"Advanced Micro Devices, Inc.","Red Hat, Inc., Red Hat Summit 2024, May 06, 2024 through May 09, 2024",149,Conferences,11,Sponsor,2024-02-13,00:00:00,Coordinated Universal Time,2024-02-13 00:00:00,2024-02-13,00:50:00,2024-02-13 05:50:00,2024-05-01 05:43:00,2024-05-01 09:43:00,2024-05-06 06:00:00,2024-05-06 00:00:00,,001161,MULTIPLE,AMD,ADVANCED MICRO DEVICES
1872307561.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. Presents at ITEXPO 2024, Feb-13-2024",51,Company Conference Presentations,1,Target,2024-02-13,00:00:00,Coordinated Universal Time,2024-02-13 00:00:00,2024-02-21,12:01:00,2024-02-21 17:01:00,2024-02-21 12:03:00,2024-02-21 17:03:00,2024-02-13 00:00:00,2024-02-21 17:15:12,,157855,MULTIPLE,CRM,SALESFORCE INC
1871560736.0,32307.0,NVIDIA Corporation,"Red Hat, Inc., Red Hat Summit 2024, May 06, 2024 through May 09, 2024",149,Conferences,11,Sponsor,2024-02-13,00:00:00,Coordinated Universal Time,2024-02-13 00:00:00,2024-02-13,00:50:00,2024-02-13 05:50:00,2024-05-01 05:43:00,2024-05-01 09:43:00,2024-05-06 06:00:00,2024-05-06 00:00:00,,117768,MULTIPLE,NVDA,NVIDIA CORP
1871560736.0,21835.0,Microsoft Corporation,"Red Hat, Inc., Red Hat Summit 2024, May 06, 2024 through May 09, 2024",149,Conferences,11,Sponsor,2024-02-13,00:00:00,Coordinated Universal Time,2024-02-13 00:00:00,2024-02-13,00:50:00,2024-02-13 05:50:00,2024-05-01 05:43:00,2024-05-01 09:43:00,2024-05-06 06:00:00,2024-05-06 00:00:00,,012141,MULTIPLE,MSFT,MICROSOFT CORP
1871521532.0,21127.0,Intel Corporation,Intel Corporation - Special Call,194,Special Calls,1,Target,2024-02-13,00:00:00,                              .,2024-02-13 00:00:00,2024-02-12,14:40:00,2024-02-12 19:40:00,2024-02-12 14:41:00,2024-02-12 19:41:00,2024-02-20 17:00:00,2024-02-20 00:00:00,,006008,Company Website,INTC,INTEL CORP
1871573708.0,223236753.0,Zoom Communications Inc.,"Zoom Video Communications, Inc. Presents at Morgan Stanley’s Technology, Media & Telecom Conference 2024, Mar-04-2024 11:55 AM",51,Company Conference Presentations,1,Target,2024-02-13,06:25:00,Coordinated Universal Time,2024-02-13 06:25:00,2024-02-13,02:01:00,2024-02-13 07:01:00,2024-02-20 11:03:00,2024-02-20 16:03:00,2024-03-04 19:55:00,2024-03-04 00:00:00,2025-01-28 12:15:11,035005,MULTIPLE,ZM,ZOOM COMMUNICATIONS INC
1871528908.0,223236753.0,Zoom Communications Inc.,"Zoom Video Communications, Inc. Presents at LEAP 2024, Mar-04-2024",51,Company Conference Presentations,1,Target,2024-02-13,01:40:00,                              .,2024-02-13 06:40:00,2024-02-12,21:01:00,2024-02-13 02:01:00,2024-02-12 21:03:00,2024-02-13 02:03:00,2024-03-04 00:00:00,2024-03-04 00:00:00,2024-03-13 01:15:10,035005,Company Website,ZM,ZOOM COMMUNICATIONS INC
1881208361.0,84159238.0,Shopify Inc.,Gorgias Inc. announced that it expects to receive $28.518975 million in funding,83,Private Placements,3,Buyer,2024-02-12,00:00:00,                              .,2024-02-12 00:00:00,2024-05-16,03:23:00,2024-05-16 07:23:00,2024-06-10 14:38:00,2024-06-10 18:38:00,2024-02-12 00:00:00,2024-06-10 18:45:13,,023650,Capital IQ Transaction Database,SHOP,SHOPIFY INC
1871512006.0,122917.0,"Salesforce, Inc.","Technology Marketing Corporation, ITEXPO 2024, Feb 13, 2024 through Feb 15, 2024",149,Conferences,8,Participant,2024-02-12,14:00:00,Coordinated Universal Time,2024-02-12 14:00:00,2024-02-12,09:39:00,2024-02-12 14:39:00,2024-02-12 09:41:00,2024-02-12 14:41:00,2024-02-13 05:00:00,2024-02-13 00:00:00,,157855,MULTIPLE,CRM,SALESFORCE INC
1871521378.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. - Special Call",194,Special Calls,1,Target,2024-02-12,13:51:00,                              .,2024-02-12 18:51:00,2024-02-12,14:11:00,2024-02-12 19:11:00,2024-03-22 17:05:00,2024-03-22 21:05:00,2024-03-25 23:00:00,2024-03-25 00:00:00,,157855,Company Website,CRM,SALESFORCE INC
1871555891.0,21127.0,Intel Corporation,"Intel Corporation to Demonstrate Breakthrough Innovations Across A Full Spectrum of New Hardware, Software and Services",41,Product-Related Announcements,1,Target,2024-02-12,18:00:00,Coordinated Universal Time,2024-02-12 18:00:00,2024-02-13,00:25:00,2024-02-13 05:25:00,2024-02-13 00:27:00,2024-02-13 05:27:00,2024-02-12 18:00:00,2024-02-13 05:30:15,,006008,Business Wire,INTC,INTEL CORP
1871556726.0,21127.0,Intel Corporation,R2 Semiconductor Outlines Next Steps Following Chip IP Victory over Intel in Germany,25,Lawsuits & Legal Issues,1,Target,2024-02-12,20:36:00,Coordinated Universal Time,2024-02-12 20:36:00,2024-02-13,00:35:00,2024-02-13 05:35:00,2024-02-13 00:37:00,2024-02-13 05:37:00,2024-02-12 20:36:00,2024-02-13 05:45:12,,006008,Business Wire,INTC,INTEL CORP
1871438859.0,18749.0,"Amazon.com, Inc.","Amazon Seller Services Private Limited announced that it has received INR 8.3 billion in funding from Amazon.com, Inc., Amazon Corporate Holdings Pvt. Ltd.",83,Private Placements,3,Buyer,2024-02-12,00:00:00,                              .,2024-02-12 00:00:00,2024-02-11,21:16:00,2024-02-12 02:16:00,2024-02-11 21:24:00,2024-02-12 02:24:00,2024-02-12 00:00:00,2024-02-12 02:30:11,2024-05-14 10:15:11,064768,Capital IQ Transaction Database,AMZN,AMAZON.COM INC
1871438859.0,18749.0,"Amazon.com, Inc.","Amazon Seller Services Private Limited announced that it expects to receive INR 8.3 billion in funding from Amazon.com, Inc., Amazon Corporate Holdings Pvt. Ltd.",83,Private Placements,3,Buyer,2024-02-12,00:00:00,                              .,2024-02-12 00:00:00,2024-02-11,21:16:00,2024-02-12 02:16:00,2024-05-14 06:09:00,2024-05-14 10:09:00,2024-02-12 00:00:00,2024-05-14 10:15:12,2024-05-14 11:00:16,064768,Capital IQ Transaction Database,AMZN,AMAZON.COM INC
1871438859.0,18749.0,"Amazon.com, Inc.","Amazon Seller Services Private Limited announced that it expects to receive INR 8.3 billion in funding from Amazon.com, Inc., Amazon Corporate Holdings Pvt. Ltd.",83,Private Placements,3,Buyer,2024-02-12,00:00:00,                              .,2024-02-12 00:00:00,2024-02-11,21:16:00,2024-02-12 02:16:00,2024-05-14 06:52:00,2024-05-14 10:52:00,2024-02-12 00:00:00,2024-05-14 11:00:17,,064768,Capital IQ Transaction Database,AMZN,AMAZON.COM INC
1871512006.0,223236753.0,Zoom Communications Inc.,"Technology Marketing Corporation, ITEXPO 2024, Feb 13, 2024 through Feb 15, 2024",149,Conferences,8,Participant,2024-02-12,14:00:00,Coordinated Universal Time,2024-02-12 14:00:00,2024-02-12,09:39:00,2024-02-12 14:39:00,2024-02-12 09:41:00,2024-02-12 14:41:00,2024-02-13 05:00:00,2024-02-13 00:00:00,,035005,MULTIPLE,ZM,ZOOM COMMUNICATIONS INC
1871364168.0,223236753.0,Zoom Communications Inc.,"Informa Markets Limited, LEAP 2024, Mar 04, 2024 through Mar 07, 2024",149,Conferences,8,Participant,2024-02-10,04:25:00,Coordinated Universal Time,2024-02-10 04:25:00,2024-02-10,00:27:00,2024-02-10 05:27:00,2024-03-12 20:45:00,2024-03-13 00:45:00,2024-03-04 05:00:00,2024-03-13 00:45:12,,035005,Company Website,ZM,ZOOM COMMUNICATIONS INC
1871364168.0,223236753.0,Zoom Communications Inc.,"Informa Markets Limited, LEAP 2024, Mar 04, 2024 through Mar 07, 2024",149,Conferences,8,Participant,2024-02-10,04:25:00,Coordinated Universal Time,2024-02-10 04:25:00,2024-02-10,00:27:00,2024-02-10 05:27:00,2024-02-10 00:29:00,2024-02-10 05:29:00,2024-03-04 05:00:00,2024-03-04 00:00:00,2024-03-13 00:45:11,035005,Company Website,ZM,ZOOM COMMUNICATIONS INC
1871435900.0,24937.0,Apple Inc.,National Legal and Policy Center Submits Shareholder Proposals to Apple,156,Investor Activism - Proposal Related,1,Target,2024-02-09,16:27:00,US Eastern Standard Time,2024-02-09 21:27:00,2024-02-11,12:16:00,2024-02-11 17:16:00,2024-02-11 12:16:00,2024-02-11 17:16:00,2024-02-09 21:27:00,2024-02-11 19:00:34,,001690,Other,AAPL,APPLE INC
1871365443.0,25016048.0,Broadcom Inc.,Broadcom Inc. Announces Board Changes,16,Executive/Board Changes - Other,1,Target,2024-02-09,21:16:00,Coordinated Universal Time,2024-02-09 21:16:00,2024-02-10,01:02:00,2024-02-10 06:02:00,2024-02-10 01:05:00,2024-02-10 06:05:00,2024-02-09 21:16:00,2024-02-10 06:15:11,,180711,SEC Form 8k,AVGO,BROADCOM INC
1871295144.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. Presents at Enterprise Connect 2024, Mar-25-2024 09:00 AM",51,Company Conference Presentations,1,Target,2024-02-09,09:08:00,                              .,2024-02-09 14:08:00,2024-02-09,05:01:00,2024-02-09 10:01:00,2024-03-19 12:03:00,2024-03-19 16:03:00,2024-03-25 13:00:00,2024-03-25 00:00:00,,157855,MULTIPLE,CRM,SALESFORCE INC
1871223414.0,18749.0,"Amazon.com, Inc.",Azul Systems Inc. Java Products Now Commercially Available on AWS and Google Cloud Marketplaces,23,Client Announcements,1,Target,2024-02-08,14:00:00,Coordinated Universal Time,2024-02-08 14:00:00,2024-02-08,15:02:00,2024-02-08 20:02:00,2024-02-08 15:05:00,2024-02-08 20:05:00,2024-02-08 14:00:00,2024-02-08 20:15:10,,064768,Business Wire,AMZN,AMAZON.COM INC
1871219272.0,43580005.0,Palantir Technologies Inc.,Palantir Technologies Inc. and Bapco Upstream Enter Strategic Partnership to Support Bahrain's Energy Production,23,Client Announcements,1,Target,2024-02-08,11:59:00,Coordinated Universal Time,2024-02-08 11:59:00,2024-02-08,15:02:00,2024-02-08 20:02:00,2024-02-08 15:05:00,2024-02-08 20:05:00,2024-02-08 11:59:00,2024-02-08 20:15:10,,036910,Business Wire,PLTR,PALANTIR TECHNOLOG INC
1871224059.0,18749.0,"Amazon.com, Inc.","Amazon.com, Inc. Presents at 2024 Bermuda Risk Summit, Mar-13-2024",51,Company Conference Presentations,1,Target,2024-02-08,14:27:00,Coordinated Universal Time,2024-02-08 14:27:00,2024-02-08,11:01:00,2024-02-08 16:01:00,2024-02-08 11:03:00,2024-02-08 16:03:00,2024-03-13 00:00:00,2024-03-13 00:00:00,,064768,MULTIPLE,AMZN,AMAZON.COM INC
1871418549.0,29096.0,Alphabet Inc.,"Alphabet Inc. Presents at Morgan Stanley’s Technology, Media & Telecom Conference 2024, Mar-06-2024 02:05 PM",51,Company Conference Presentations,1,Target,2024-02-08,00:00:00,Coordinated Universal Time,2024-02-08 00:00:00,2024-02-10,20:01:00,2024-02-11 01:01:00,2024-02-20 11:03:00,2024-02-20 16:03:00,2024-03-06 22:05:00,2024-03-06 00:00:00,,160329,MULTIPLE,GOOGL,ALPHABET INC
1871129634.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. to Report Q4, 2024 Results on Feb 28, 2024",55,Earnings Release Date,1,Target,2024-02-07,21:30:00,Coordinated Universal Time,2024-02-07 21:30:00,2024-02-07,16:49:00,2024-02-07 21:49:00,2024-02-07 16:51:00,2024-02-07 21:51:00,2024-02-28 21:00:00,2024-02-28 00:00:00,,157855,Business Wire,CRM,SALESFORCE INC
1871120756.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. - Special Call",194,Special Calls,1,Target,2024-02-07,13:35:00,Coordinated Universal Time,2024-02-07 13:35:00,2024-02-07,14:40:00,2024-02-07 19:40:00,2024-02-07 14:41:00,2024-02-07 19:41:00,2024-03-21 03:00:00,2024-03-21 00:00:00,,157855,Company Website,CRM,SALESFORCE INC
1871133597.0,24321.0,Adobe Inc.,"OneTrust LLC, TrustWeek 2024, May 20, 2024 through May 22, 2024",149,Conferences,8,Participant,2024-02-07,16:47:00,Coordinated Universal Time,2024-02-07 16:47:00,2024-02-07,20:35:00,2024-02-08 01:35:00,2024-02-07 20:37:00,2024-02-08 01:37:00,2024-05-20 04:00:00,2024-05-20 00:00:00,,012540,PR Newswire,ADBE,ADOBE INC
1871129643.0,122917.0,"Salesforce, Inc.","Salesforce, Inc., Q4 2024 Earnings Call, Feb 28, 2024",48,Earnings Calls,1,Target,2024-02-07,21:30:00,Coordinated Universal Time,2024-02-07 21:30:00,2024-02-07,17:59:00,2024-02-07 22:59:00,2024-02-07 18:01:00,2024-02-07 23:01:00,2024-02-28 22:00:00,2024-02-28 00:00:00,,157855,MULTIPLE,CRM,SALESFORCE INC
1871110279.0,275004592.0,Snowflake Inc.,Mogo Expands Relationship with Snowflake to Incorporate Ai Applications and Scale Digital Wealth Platform,23,Client Announcements,1,Target,2024-02-07,13:05:00,Coordinated Universal Time,2024-02-07 13:05:00,2024-02-07,08:50:00,2024-02-07 13:50:00,2024-02-07 08:51:00,2024-02-07 13:51:00,2024-02-07 13:05:00,2024-02-07 14:00:21,,339965,Business Wire,SNOW,SNOWFLAKE INC
1871133548.0,223236753.0,Zoom Communications Inc.,"HMG Strategy, LLC, 15th Annual Dallas C-Level Technology Leadership Summit, Apr 02, 2024",149,Conferences,11,Sponsor,2024-02-07,21:42:00,Coordinated Universal Time,2024-02-07 21:42:00,2024-02-07,21:45:00,2024-02-08 02:45:00,2024-03-29 09:39:00,2024-03-29 13:39:00,2024-04-02 05:00:00,2024-04-02 00:00:00,,035005,MULTIPLE,ZM,ZOOM COMMUNICATIONS INC
1871109956.0,25016048.0,Broadcom Inc.,"Broadcom Inc. to Report Q1, 2024 Results on Mar 07, 2024",55,Earnings Release Date,1,Target,2024-02-07,13:00:00,Coordinated Universal Time,2024-02-07 13:00:00,2024-02-07,08:24:00,2024-02-07 13:24:00,2024-02-07 08:25:00,2024-02-07 13:25:00,2024-03-07 21:00:00,2024-03-07 00:00:00,,180711,PR Newswire,AVGO,BROADCOM INC
1871110065.0,25016048.0,Broadcom Inc.,"Broadcom Inc., Q1 2024 Earnings Call, Mar 07, 2024",48,Earnings Calls,1,Target,2024-02-07,13:00:00,Coordinated Universal Time,2024-02-07 13:00:00,2024-02-07,08:36:00,2024-02-07 13:36:00,2024-02-16 07:29:00,2024-02-16 12:29:00,2024-03-07 22:15:00,2024-03-07 00:00:00,,180711,MULTIPLE,AVGO,BROADCOM INC
